,training_losses,validation_losses,training_iou,validation_iou
0,0.5246153197616165,0.35145480488796554,0.518293846333236,0.3357997844882664
1,0.40050225147204094,0.2717719426201213,0.5887134066450666,0.5781001693029548
2,0.3740746685635974,0.24024695498565773,0.600186764845374,0.6526681514575131
3,0.350254952689709,0.2759615273643581,0.6198542632206142,0.5830212892952471
4,0.3389489660747567,0.2505655790649591,0.628812439521851,0.6407534894436443
5,0.33968205079000596,0.2485760007384381,0.6337708512767714,0.6362764643027543
6,0.3319476450526575,0.26078689600052757,0.6403496956441834,0.6049465916236393
7,0.31928496415677826,0.24814369853970314,0.6539846071374347,0.6228030576326308
8,0.31143276051383967,0.2723731458416238,0.6574043809321889,0.6011964308085486
9,0.3118548236613037,0.24524984967091956,0.6574293257374513,0.6646924161921359
10,0.3124523375466553,0.2421145606293442,0.6563729209858075,0.6584710966225618
11,0.30508761709196525,0.2663840412583557,0.6661330652341508,0.5925412185743404
12,0.30043112663061994,0.2554209470510527,0.6725442645668286,0.6159032347264685
13,0.2960826075085771,0.2566184264548596,0.6779892430667989,0.6235200945869106
14,0.2827264962619857,0.27601213612785885,0.6879118050922427,0.6022098015001531
15,0.29155031918433677,0.2661748006718144,0.6811295362592441,0.6101293753618227
16,0.2818087481659407,0.24154141035782348,0.6901432801234094,0.6541432968397636
17,0.28824803466249627,0.24989276977869432,0.6852229245399174,0.6290248851809237
18,0.2822247230997908,0.25428547985973726,0.6929042527550145,0.6169742781319327
19,0.2745463362737009,0.24450111519284307,0.6919145829844893,0.660309671134085
20,0.27421532569137236,0.25651184188355397,0.6976203941985181,0.6234025691715466
21,0.2817632008932139,0.2486434791302715,0.6993124879765928,0.6368048608383466
22,0.2726147947124919,0.24563984426952498,0.7023125388468915,0.6489714033835169
23,0.26912833327612684,0.27330772265688413,0.7030836182553866,0.5753096204199311
24,0.2696907974191402,0.26072091658900876,0.7064668314847332,0.6410794372832964
25,0.26544563184704695,0.27749486281610436,0.7120513036759973,0.566832442165515
26,0.2644411020895891,0.2465222032665874,0.7105112315444221,0.6462330915792318
27,0.26299700574481,0.24968943259034224,0.7156204268423437,0.628961031300124
28,0.25618309038555065,0.25715145218511304,0.719806067863403,0.6262019279510862
29,0.255491184887656,0.2513677323235214,0.7163822974203623,0.637315433807291
30,0.2588623244511454,0.27281822230193825,0.7141939749320348,0.5818877347449863
31,0.2582639323558375,0.25751215651527876,0.7214500447462874,0.6244413946466509
32,0.2515579035385833,0.2468522581611834,0.7218275626151882,0.6236444392527141
33,0.2520476181430426,0.27812617379499394,0.7281735170828668,0.5846657137639889
34,0.2507824321980016,0.24639463760623975,0.7325525937373178,0.6459442129232648
35,0.24272838523556964,0.24376026908844828,0.7307784968649434,0.6515088972971879
36,0.24295895717689517,0.25445964956463923,0.7330772222308387,0.5999229612594891
37,0.24135433411911913,0.2416722748968159,0.7353694088626326,0.6446390685935816
38,0.24364317550013462,0.2586662004487441,0.7307085790480786,0.6234483835222717
39,0.2446625345108802,0.26147075262778097,0.7320933373350846,0.5981461947713609
